"ATM","AccountID","Location","TransAmt","TransDate","TransNo"
"17","301037","Linden Avenue",200.00,"2001/07/03","318145"
"15","81559","Oak Street",4077.14,"2001/07/03","318146"
"24","250402","Magnolia Way",1045.35,"2001/07/03","318147"
"17","797352","Linden Avenue",500.00,"2001/07/03","318148"
"20","820025","Eighth Avenue",170.00,"2001/07/03","318149"
"14","230575","Robson Street",2290.97,"2001/07/03","318150"
"20","812465","Eighth Avenue",250.00,"2001/07/03","318151"
"14","914508","Robson Street",240.00,"2001/07/03","318152"
"17","269267","Linden Avenue",360.00,"2001/07/03","318153"
"15","504356","Oak Street",380.00,"2001/07/03","318154"
"13","562270","Lamar Boulevard",7965.44,"2001/07/03","318155"
"14","","Robson Street",2447.32,"2001/07/03","318156"
"24","","Magnolia Way",110.00,"2001/07/03","318157"
"14","264629","Robson Street",5053.86,"2001/07/03","318158"
"15","","Oak Street",490.00,"2001/07/03","318159"
"14","113236","Robson Street",4085.45,"2001/07/03","318160"
"24","641464","Magnolia Way",919.30,"2001/07/03","318161"
"15","35189","Oak Street",210.00,"2001/07/03","318162"
"24","559491","Magnolia Way",350.00,"2001/07/03","318163"
"20","","Eighth Avenue",480.00,"2001/07/03","318164"
"18","815062","Congress Street",320.00,"2001/07/03","318165"
"18","","Congress Street",9369.10,"2001/07/03","318166"
"15","559491","Oak Street",1036.97,"2001/07/03","318167"
"20","519311","Eighth Avenue",380.00,"2001/07/03","318168"
"17","795401","Linden Avenue",1817.29,"2001/07/03","318169"
"24","","Magnolia Way",460.00,"2001/07/03","318170"
"20","","Eighth Avenue",4090.76,"2001/07/03","318171"
"20","113236","Eighth Avenue",2949.27,"2001/07/03","318172"
"14","35189","Robson Street",220.00,"2001/07/03","318173"
"20","","Eighth Avenue",170.00,"2001/07/03","318174"
"24","","Magnolia Way",470.00,"2001/07/03","318175"
"15","230575","Oak Street",190.00,"2001/07/03","318176"
"24","176437","Magnolia Way",450.00,"2001/07/03","318177"
"14","97627","Robson Street",5858.55,"2001/07/03","318178"
"24","878035","Magnolia Way",160.00,"2001/07/03","318179"
"15","","Oak Street",260.00,"2001/07/03","318180"
"14","815062","Robson Street",320.00,"2001/07/03","318181"
"15","359310","Oak Street",500.00,"2001/07/03","318182"
"13","250402","Lamar Boulevard",160.00,"2001/07/03","318183"
"24","","Magnolia Way",50.00,"2001/07/03","318184"
"18","65003","Congress Street",2973.12,"2001/07/03","318185"
"20","","Eighth Avenue",7238.05,"2001/07/03","318186"
"17","","Linden Avenue",1951.60,"2001/07/03","318187"
"18","301037","Congress Street",2678.11,"2001/07/03","318188"
"14","","Robson Street",312.31,"2001/07/03","318189"
"14","","Robson Street",70.00,"2001/07/03","318190"
"14","","Robson Street",120.00,"2001/07/03","318191"
"17","","Linden Avenue",50.00,"2001/07/03","318192"
"17","513574","Linden Avenue",50.00,"2001/07/03","318193"
"17","812465","Linden Avenue",9363.40,"2001/07/03","318194"
"14","269267","Robson Street",6860.61,"2001/07/03","318195"
"17","284354","Linden Avenue",410.00,"2001/07/03","318196"
"14","","Robson Street",450.00,"2001/07/03","318197"
"14","","Robson Street",50.00,"2001/07/03","318198"
"13","564291","Lamar Boulevard",20.00,"2001/07/03","318199"
"24","","Magnolia Way",340.00,"2001/07/03","318200"
"17","35189","Linden Avenue",3683.82,"2001/07/03","318201"
"20","202028","Eighth Avenue",490.00,"2001/07/03","318202"
"24","","Magnolia Way",1161.89,"2001/07/03","318203"
"15","","Oak Street",5380.01,"2001/07/03","318204"
"17","202028","Linden Avenue",320.00,"2001/07/03","318205"
"17","","Linden Avenue",10.00,"2001/07/03","318206"
"14","","Robson Street",370.00,"2001/07/03","318207"
"20","176437","Eighth Avenue",6421.71,"2001/07/03","318208"
"14","90398","Robson Street",4332.24,"2001/07/03","318209"
"15","","Oak Street",460.00,"2001/07/03","318210"
"17","113236","Linden Avenue",420.00,"2001/07/03","318211"
"13","301037","Lamar Boulevard",190.00,"2001/07/03","318212"
"24","","Magnolia Way",20.00,"2001/07/03","318213"
"18","","Congress Street",480.00,"2001/07/03","318214"
"14","","Robson Street",8226.36,"2001/07/03","318215"
"14","176437","Robson Street",270.00,"2001/07/03","318216"
"18","35189","Congress Street",1475.98,"2001/07/03","318217"
"17","463451","Linden Avenue",220.00,"2001/07/03","318218"
"14","938010","Robson Street",1929.55,"2001/07/03","318219"
"24","","Magnolia Way",410.00,"2001/07/03","318220"
"20","836004","Eighth Avenue",1929.85,"2001/07/03","318221"
"14","264629","Robson Street",2983.33,"2001/07/03","318222"
"14","519311","Robson Street",380.00,"2001/07/03","318223"
"13","264629","Lamar Boulevard",7806.62,"2001/07/03","318224"
"17","284354","Linden Avenue",1444.71,"2001/07/03","318225"
"24","","Magnolia Way",4703.79,"2001/07/03","318226"
"13","","Lamar Boulevard",8349.43,"2001/07/03","318227"
"14","269267","Robson Street",440.00,"2001/07/03","318228"
"17","","Linden Avenue",70.00,"2001/07/03","318229"
"13","97627","Lamar Boulevard",19.30,"2001/07/03","318230"
"14","297397","Robson Street",130.00,"2001/07/03","318231"
"14","994403","Robson Street",200.00,"2001/07/03","318232"
"14","284354","Robson Street",20.00,"2001/07/03","318233"
"14","812465","Robson Street",1539.24,"2001/07/03","318234"
"14","","Robson Street",240.00,"2001/07/03","318235"
"14","202028","Robson Street",220.00,"2001/07/03","318236"
"14","","Robson Street",8454.29,"2001/07/03","318237"
"17","329169","Linden Avenue",250.00,"2001/07/03","318238"
"20","231494","Eighth Avenue",220.00,"2001/07/03","318239"
"18","264629","Congress Street",450.00,"2001/07/03","318240"
"18","512328","Congress Street",9133.75,"2001/07/03","318241"
"24","81559","Magnolia Way",2396.20,"2001/07/03","318242"
"14","113236","Robson Street",390.00,"2001/07/03","318243"
"17","56016","Linden Avenue",120.00,"2001/07/03","318244"
"15","797352","Oak Street",6173.98,"2001/07/03","318245"
"14","97627","Robson Street",6454.60,"2001/07/03","318246"
"18","519311","Congress Street",470.00,"2001/07/03","318247"
"15","","Oak Street",240.00,"2001/07/03","318248"
"14","","Robson Street",4449.91,"2001/07/03","318249"
"14","739622","Robson Street",6067.06,"2001/07/03","318250"
"24","231494","Magnolia Way",250.00,"2001/07/03","318251"
"24","231494","Magnolia Way",120.00,"2001/07/03","318252"
"20","739622","Eighth Avenue",160.00,"2001/07/03","318253"
"14","329169","Robson Street",7164.83,"2001/07/03","318254"
"14","994403","Robson Street",380.00,"2001/07/03","318255"
"14","","Robson Street",470.00,"2001/07/03","318256"
"15","795401","Oak Street",200.00,"2001/07/03","318257"
"13","559491","Lamar Boulevard",380.00,"2001/07/03","318258"
"14","269267","Robson Street",2131.62,"2001/07/03","318259"
"17","","Linden Avenue",90.00,"2001/07/03","318260"
"20","795401","Eighth Avenue",3591.73,"2001/07/03","318261"
"14","501657","Robson Street",450.00,"2001/07/03","318262"
"15","504356","Oak Street",30.00,"2001/07/03","318263"
"20","","Eighth Avenue",120.00,"2001/07/03","318264"
"18","","Congress Street",130.00,"2001/07/03","318265"
"14","","Robson Street",10.00,"2001/07/03","318266"
"13","","Lamar Boulevard",100.00,"2001/07/03","318267"
"17","812465","Linden Avenue",310.00,"2001/07/03","318268"
"14","797352","Robson Street",470.00,"2001/07/03","318269"
"17","","Linden Avenue",220.00,"2001/07/03","318270"
"20","820025","Eighth Avenue",190.00,"2001/07/03","318271"
"17","562270","Linden Avenue",60.00,"2001/07/03","318272"
"24","641464","Magnolia Way",490.00,"2001/07/03","318273"
"20","","Eighth Avenue",300.00,"2001/07/03","318274"
"14","297397","Robson Street",350.00,"2001/07/03","318275"
"20","35189","Eighth Avenue",1961.07,"2001/07/03","318276"
"14","","Robson Street",380.00,"2001/07/03","318277"
"24","444413","Magnolia Way",380.00,"2001/07/03","318278"
"14","","Robson Street",7952.63,"2001/07/03","318279"
"20","","Eighth Avenue",6344.48,"2001/07/03","318280"
"24","","Magnolia Way",5648.52,"2001/07/03","318281"
"15","56016","Oak Street",490.00,"2001/07/03","318282"
"20","90398","Eighth Avenue",440.00,"2001/07/03","318283"
"24","815062","Magnolia Way",310.00,"2001/07/03","318284"
"14","","Robson Street",7372.93,"2001/07/03","318285"
"14","301037","Robson Street",250.00,"2001/07/03","318286"
"18","","Congress Street",40.00,"2001/07/03","318287"
"24","","Magnolia Way",230.00,"2001/07/03","318288"
"14","329169","Robson Street",340.00,"2001/07/03","318289"
"17","562270","Linden Avenue",2796.86,"2001/07/03","318290"
"17","444413","Linden Avenue",340.00,"2001/07/03","318291"
"15","297397","Oak Street",3745.10,"2001/07/03","318292"
"14","","Robson Street",2807.64,"2001/07/03","318293"
"18","504356","Congress Street",20.00,"2001/07/03","318294"
"18","230575","Congress Street",380.00,"2001/07/03","318295"
"20","250402","Eighth Avenue",6968.33,"2001/07/03","318296"
"14","","Robson Street",2021.53,"2001/07/03","318297"
"18","","Congress Street",8233.87,"2001/07/03","318298"
"20","562270","Eighth Avenue",90.00,"2001/07/03","318299"
"14","815062","Robson Street",2528.19,"2001/07/03","318300"
"24","35189","Magnolia Way",210.00,"2001/07/03","318301"
"20","812465","Eighth Avenue",2900.51,"2001/07/03","318302"
"20","56016","Eighth Avenue",70.00,"2001/07/03","318303"
"24","512328","Magnolia Way",5006.36,"2001/07/03","318304"
"14","811002","Robson Street",1792.38,"2001/07/03","318305"
"14","","Robson Street",360.00,"2001/07/03","318306"
"24","641464","Magnolia Way",400.00,"2001/07/03","318307"
"20","504356","Eighth Avenue",340.00,"2001/07/03","318308"
"14","512328","Robson Street",240.00,"2001/07/03","318309"
"24","","Magnolia Way",9635.38,"2001/07/03","318310"
"14","994403","Robson Street",7636.64,"2001/07/03","318311"
"24","739622","Magnolia Way",8244.31,"2001/07/03","318312"
"18","35189","Congress Street",8941.50,"2001/07/03","318313"
"24","113236","Magnolia Way",20.00,"2001/07/03","318314"
"24","","Magnolia Way",370.00,"2001/07/03","318315"
"14","176437","Robson Street",6699.49,"2001/07/03","318316"
"17","284354","Linden Avenue",400.00,"2001/07/03","318317"
"20","","Eighth Avenue",330.00,"2001/07/03","318318"
"18","269267","Congress Street",110.00,"2001/07/03","318319"
"15","797352","Oak Street",1356.73,"2001/07/03","318320"
"14","113236","Robson Street",1565.47,"2001/07/03","318321"
"14","512328","Robson Street",3171.57,"2001/07/03","318322"
"14","269267","Robson Street",3994.39,"2001/07/03","318323"
"17","231494","Linden Avenue",7885.29,"2001/07/03","318324"
"24","","Magnolia Way",280.00,"2001/07/03","318325"
"13","90398","Lamar Boulevard",30.00,"2001/07/03","318326"
"14","359310","Robson Street",9771.41,"2001/07/03","318327"
"17","","Linden Avenue",110.00,"2001/07/03","318328"
"24","519311","Magnolia Way",1981.88,"2001/07/03","318329"
"14","739622","Robson Street",6915.69,"2001/07/03","318330"
"15","301037","Oak Street",939.47,"2001/07/03","318331"
"14","","Robson Street",8320.99,"2001/07/03","318332"
"18","938010","Congress Street",280.00,"2001/07/03","318333"
"18","90398","Congress Street",2398.73,"2001/07/03","318334"
"13","739622","Lamar Boulevard",390.00,"2001/07/03","318335"
"14","797352","Robson Street",8256.95,"2001/07/03","318336"
"17","","Linden Avenue",10.00,"2001/07/03","318337"
"14","","Robson Street",6277.19,"2001/07/03","318338"
"14","","Robson Street",5500.41,"2001/07/03","318339"
"20","812465","Eighth Avenue",160.00,"2001/07/03","318340"
"14","113236","Robson Street",330.00,"2001/07/03","318341"
"13","284354","Lamar Boulevard",380.00,"2001/07/03","318342"
"20","938010","Eighth Avenue",90.00,"2001/07/03","318343"
"14","297397","Robson Street",505.03,"2001/07/03","318344"
"17","","Linden Avenue",1301.61,"2001/07/03","318345"
"17","","Linden Avenue",70.00,"2001/07/03","318346"
"20","795401","Eighth Avenue",430.00,"2001/07/03","318347"
"20","","Eighth Avenue",370.00,"2001/07/03","318348"
"15","","Oak Street",1012.30,"2001/07/03","318349"
"17","35189","Linden Avenue",8789.93,"2001/07/03","318350"
"20","230575","Eighth Avenue",310.00,"2001/07/03","318351"
"14","797352","Robson Street",480.00,"2001/07/03","318352"
"17","914508","Linden Avenue",10.00,"2001/07/03","318353"
"13","820025","Lamar Boulevard",3655.12,"2001/07/03","318354"
"20","795401","Eighth Avenue",300.00,"2001/07/03","318355"
"24","","Magnolia Way",160.00,"2001/07/03","318356"
"14","820025","Robson Street",8717.48,"2001/07/03","318357"
"14","284354","Robson Street",3953.31,"2001/07/03","318358"
"24","519311","Magnolia Way",3287.24,"2001/07/03","318359"
"14","","Robson Street",370.00,"2001/07/03","318360"
"17","269267","Linden Avenue",5123.83,"2001/07/03","318361"
"14","","Robson Street",60.00,"2001/07/03","318362"
"20","","Eighth Avenue",280.00,"2001/07/03","318363"
"13","","Lamar Boulevard",2267.39,"2001/07/03","318364"
"20","81559","Eighth Avenue",40.00,"2001/07/03","318365"
"14","231494","Robson Street",150.00,"2001/07/03","318366"
"14","811002","Robson Street",390.00,"2001/07/03","318367"
"24","","Magnolia Way",470.00,"2001/07/03","318368"
"20","","Eighth Avenue",80.00,"2001/07/03","318369"
"20","284354","Eighth Avenue",270.00,"2001/07/03","318370"
"14","562270","Robson Street",430.00,"2001/07/03","318371"
"14","994403","Robson Street",70.00,"2001/07/03","318372"
"17","938010","Linden Avenue",4957.49,"2001/07/03","318373"
"24","","Magnolia Way",240.00,"2001/07/03","318374"
"20","641464","Eighth Avenue",380.00,"2001/07/03","318375"
"13","56016","Lamar Boulevard",50.00,"2001/07/03","318376"
"14","81559","Robson Street",152.07,"2001/07/03","318377"
"18","97627","Congress Street",6678.10,"2001/07/03","318378"
"20","641464","Eighth Avenue",120.00,"2001/07/03","318379"
"18","329169","Congress Street",8557.45,"2001/07/03","318380"
"13","869033","Lamar Boulevard",5090.93,"2001/07/03","318381"
"18","","Congress Street",360.00,"2001/07/03","318382"
"14","264629","Robson Street",724.16,"2001/07/03","318383"
"24","113236","Magnolia Way",2107.88,"2001/07/03","318384"
"17","878035","Linden Avenue",8928.52,"2001/07/03","318385"
"18","","Congress Street",250.00,"2001/07/03","318386"
"18","301037","Congress Street",9010.10,"2001/07/03","318387"
"14","301037","Robson Street",80.00,"2001/07/03","318388"
"14","","Robson Street",270.00,"2001/07/03","318389"
"24","519311","Magnolia Way",6915.14,"2001/07/03","318390"
"14","641464","Robson Street",5652.73,"2001/07/03","318391"
"17","222006","Linden Avenue",80.00,"2001/07/03","318392"
"20","812465","Eighth Avenue",370.00,"2001/07/03","318393"
"24","","Magnolia Way",450.00,"2001/07/03","318394"
"20","512328","Eighth Avenue",9334.81,"2001/07/03","318395"
"14","444413","Robson Street",3341.19,"2001/07/03","318396"
"14","","Robson Street",420.00,"2001/07/03","318397"
"17","90398","Linden Avenue",320.00,"2001/07/03","318398"
"14","113236","Robson Street",7081.97,"2001/07/03","318399"
"14","559491","Robson Street",430.00,"2001/07/03","318400"
"13","564291","Lamar Boulevard",60.00,"2001/07/03","318401"
"14","","Robson Street",7160.12,"2001/07/03","318402"
"24","","Magnolia Way",490.00,"2001/07/03","318403"
"17","35189","Linden Avenue",9068.82,"2001/07/03","318404"
"20","113236","Eighth Avenue",6061.73,"2001/07/03","318405"
"20","836004","Eighth Avenue",450.00,"2001/07/03","318406"
"20","","Eighth Avenue",2992.66,"2001/07/03","318407"
"20","512328","Eighth Avenue",90.00,"2001/07/03","318408"
"20","564291","Eighth Avenue",8088.45,"2001/07/03","318409"
"14","812465","Robson Street",3640.70,"2001/07/03","318410"
"14","797352","Robson Street",3498.81,"2001/07/03","318411"
"20","176437","Eighth Avenue",160.00,"2001/07/03","318412"
"14","","Robson Street",2640.98,"2001/07/03","318413"
"15","","Oak Street",100.00,"2001/07/03","318414"
"20","","Eighth Avenue",90.00,"2001/07/03","318415"
"20","202028","Eighth Avenue",480.00,"2001/07/03","318416"
"17","914508","Linden Avenue",2335.90,"2001/07/03","318417"
"14","444413","Robson Street",100.00,"2001/07/03","318418"
"17","519311","Linden Avenue",70.00,"2001/07/03","318419"
"18","564291","Congress Street",10.00,"2001/07/03","318420"
"24","795401","Magnolia Way",470.00,"2001/07/03","318421"
"17","250402","Linden Avenue",6797.73,"2001/07/03","318422"
"20","","Eighth Avenue",8604.12,"2001/07/03","318423"
"13","564291","Lamar Boulevard",1639.04,"2001/07/03","318424"
"13","","Lamar Boulevard",450.00,"2001/07/03","318425"
"20","994403","Eighth Avenue",80.00,"2001/07/03","318426"
"18","56016","Congress Street",1565.06,"2001/07/03","318427"
"24","284354","Magnolia Way",936.31,"2001/07/03","318428"
"24","878035","Magnolia Way",6155.95,"2001/07/03","318429"
"14","797352","Robson Street",360.00,"2001/07/03","318430"
"24","65003","Magnolia Way",3369.89,"2001/07/03","318431"
"20","","Eighth Avenue",280.00,"2001/07/03","318432"
"20","","Eighth Avenue",5192.24,"2001/07/03","318433"
"18","501657","Congress Street",10.00,"2001/07/03","318434"
"14","444413","Robson Street",2624.93,"2001/07/03","318435"
"14","811002","Robson Street",310.00,"2001/07/03","318436"
"24","797352","Magnolia Way",80.00,"2001/07/03","318437"
"14","444413","Robson Street",70.00,"2001/07/03","318438"
"14","994403","Robson Street",480.00,"2001/07/03","318439"
"20","444413","Eighth Avenue",210.00,"2001/07/03","318440"
"14","","Robson Street",6908.71,"2001/07/03","318441"
"24","56016","Magnolia Way",20.00,"2001/07/03","318442"
"17","301037","Linden Avenue",420.00,"2001/07/03","318443"
"20","","Eighth Avenue",130.00,"2001/07/03","318444"
"14","","Robson Street",420.00,"2001/07/03","318445"
"14","564291","Robson Street",200.00,"2001/07/03","318446"
"24","231494","Magnolia Way",270.00,"2001/07/03","318447"
"20","","Eighth Avenue",20.00,"2001/07/03","318448"
"13","","Lamar Boulevard",5118.99,"2001/07/03","318449"
"24","","Magnolia Way",350.00,"2001/07/03","318450"
"15","301037","Oak Street",120.00,"2001/07/03","318451"
"14","512328","Robson Street",5654.56,"2001/07/03","318452"
"13","269267","Lamar Boulevard",10.00,"2001/07/03","318453"
